649;"Introduce a new variable instead of reusing the parameter ""obj"".";jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;107;5;MAJOR;
734;"The Cyclomatic Complexity of this method ""doName"" is 13 which is greater than 10 authorized.";jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;144;10;MAJOR;
649;"Introduce a new variable instead of reusing the parameter ""obj"".";jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;103;5;MAJOR;
835;"Move the ""length"" string literal on the left side of this string comparison.";jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;151;10;MAJOR;
727;Either log or rethrow this exception.;jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;108;10;MAJOR;
727;Either log or rethrow this exception.;jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;268;10;MAJOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHPrimitiveType.java;BSHPrimitiveType.java;41;1;MAJOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHPrimitiveType.java;BSHPrimitiveType.java;42;1;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHPrimitiveType.java;BSHPrimitiveType.java;N;2;MINOR;
673;Make type a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHPrimitiveType.java;BSHPrimitiveType.java;39;10;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHReturnStatement.java;BSHReturnStatement.java;N;2;MINOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHReturnStatement.java;BSHReturnStatement.java;41;1;MAJOR;
673;Make kind a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHReturnStatement.java;BSHReturnStatement.java;39;10;MAJOR;
673;Make isVoid a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHReturnType.java;BSHReturnType.java;39;10;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHReturnType.java;BSHReturnType.java;N;2;MINOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHReturnType.java;BSHReturnType.java;41;1;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHStatementExpressionList.java;BSHStatementExpressionList.java;N;2;MINOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHStatementExpressionList.java;BSHStatementExpressionList.java;39;1;MAJOR;
790;Remove those useless parentheses.;jedit-4.2/src/bsh/BSHStatementExpressionList.java;BSHStatementExpressionList.java;47;1;MAJOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHSwitchLabel.java;BSHSwitchLabel.java;39;1;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHSwitchLabel.java;BSHSwitchLabel.java;N;2;MINOR;
